datetime,lat,lng
4/29/2015 14:04,37.7583376,-122.43703
4/16/2015 4:20,37.7932242,-122.4073779
3/30/2015 8:00,37.76123915,-122.5082009
3/2/2015 17:00,37.77471109,-122.4795201
2/21/2015 2:10,37.73875195,-122.3908725
1/25/2015 2:55,37.78152627,-122.4095043
1/9/2015 8:38,37.76812655,-122.4233319
1/5/2015 23:24,37.75254384,-122.3926403
12/22/2014 12:45,37.79231587,-122.4108456
12/13/2014 22:28,37.78873458,-122.4068865
11/27/2014 5:55,37.75123722,-122.4214459
11/14/2014 20:00,37.79671489,-122.3981877
10/30/2014 6:00,37.71811814,-122.427734
10/29/2014 10:30,37.72327255,-122.4536459
10/2/2014 21:00,37.79186551,-122.4184292
10/1/2014 1:41,37.76475739,-122.4236225
9/18/2014 8:13,37.77994166,-122.5089058
9/16/2014 9:04,37.76161809,-122.4996299
9/6/2014 19:00,37.71267581,-122.4155872
9/3/2014 17:30,37.75616318,-122.4960272
8/10/2014 0:55,37.7515699,-122.4296607
8/8/2014 2:50,37.76538529,-122.4185354
7/12/2014 20:15,37.72009049,-122.4318657
7/12/2014 1:50,37.73010934,-122.3934899
7/7/2014 8:02,37.77403947,-122.4232028
5/30/2014 15:35,37.80587011,-122.4111355
5/13/2014 6:05,37.75279462,-122.5079937
5/1/2014 8:30,37.77542071,-122.4034048
5/1/2014 5:00,37.72036897,-122.4496679
4/16/2014 1:55,37.71272634,-122.4103351
4/15/2014 19:34,37.75393022,-122.5043279
4/15/2014 16:20,37.74847008,-122.5008596
3/9/2014 13:19,37.78614939,-122.4172733
3/3/2014 18:30,37.78263358,-122.4299283
1/23/2014 0:30,37.74676398,-122.4359468
11/28/2013 22:00,37.75732121,-122.4290727
11/11/2013 10:35,37.75715804,-122.4066049
11/1/2013 22:32,37.76520862,-122.4826143
10/14/2013 1:23,37.73149217,-122.4870323
10/2/2013 16:00,37.76249044,-122.5001692
10/1/2013 16:41,37.74188953,-122.4484449
9/30/2013 18:53,37.7905262,-122.4215349
9/19/2013 21:10,37.77485333,-122.3944384
9/19/2013 0:02,37.78274196,-122.4149005
9/2/2013 20:47,37.77345468,-122.4135321
8/8/2013 17:26,37.73977757,-122.4170151
8/6/2013 12:32,37.77542071,-122.4034048
7/28/2013 16:00,37.79413813,-122.4077287
7/28/2013 0:14,37.76099836,-122.4119183
6/29/2013 20:45,37.72911016,-122.4398712
5/29/2013 8:20,37.71624624,-122.4426271
5/28/2013 14:55,37.75715804,-122.4066049
5/16/2013 7:13,37.75648641,-122.4065391
4/29/2013 16:30,37.79669972,-122.4080147
4/18/2013 15:00,37.77299199,-122.4761683
4/4/2013 6:40,37.7459563,-122.4542399
4/3/2013 11:00,37.77916742,-122.4063464
4/1/2013 20:26,37.78338624,-122.4098537
3/24/2013 18:09,37.78113406,-122.4090112
3/8/2013 14:10,37.73137907,-122.3862046
3/4/2013 18:30,37.72811494,-122.4093464
2/10/2013 12:53,37.78532383,-122.4171073
2/9/2013 19:50,37.7191792,-122.3915492
2/4/2013 6:57,37.75648641,-122.4065391
12/30/2012 17:45,37.77895976,-122.4107181
12/27/2012 17:12,37.7803875,-122.4078771
12/10/2012 14:00,37.73986915,-122.417629
11/26/2012 22:59,37.78978942,-122.4112592
11/26/2012 17:47,37.79092861,-122.4098045
11/18/2012 11:45,37.75715804,-122.4066049
11/15/2012 17:00,37.76103435,-122.4704676
11/13/2012 9:30,37.7984736,-122.4074419
11/3/2012 20:40,37.78200344,-122.486497
11/1/2012 6:00,37.78203871,-122.4023215
10/29/2012 23:05,37.75358855,-122.4091361
10/19/2012 0:01,37.7559475,-122.4233674
10/15/2012 11:00,37.76303555,-122.5096622
10/6/2012 18:52,37.73875195,-122.3908725
9/23/2012 10:55,37.75715804,-122.4066049
9/21/2012 18:30,37.73079225,-122.4272402
9/20/2012 17:00,37.75795427,-122.4167256
9/19/2012 21:00,37.72086768,-122.4623289
8/25/2012 19:48,37.77559897,-122.4789686
8/11/2012 18:15,37.76972086,-122.4179492
8/6/2012 17:00,37.78885654,-122.4195082
7/26/2012 14:47,37.72489658,-122.4041247
7/24/2012 13:21,37.78171356,-122.4697662
7/9/2012 9:30,37.78379987,-122.4092684
6/30/2012 13:37,37.70928707,-122.4704743
6/29/2012 2:09,37.72450422,-122.4672459
6/28/2012 18:33,37.78230431,-122.449636
6/13/2012 14:00,37.73079177,-122.4552391
6/13/2012 6:35,37.78495963,-122.4237337
5/30/2012 11:30,37.75648641,-122.4065391
5/15/2012 21:58,37.78098461,-122.4859442
4/30/2012 13:34,37.75856417,-122.4067253
4/19/2012 17:40,37.73771916,-122.4141175
3/23/2012 17:00,37.712696,-122.4036632
3/6/2012 12:00,37.72427971,-122.4373025
2/26/2012 9:00,37.71851133,-122.4383904
2/21/2012 22:52,37.7803875,-122.4078771
2/9/2012 9:45,37.74746132,-122.481305
1/1/2012 19:15,37.77708678,-122.392773
1/1/2012 19:14,37.76742557,-122.444296
1/1/2012 14:45,37.78438515,-122.4244245
12/31/2011 11:55,37.77242179,-122.4541159
12/31/2011 1:15,37.78604322,-122.4105093
12/16/2011 3:51,37.78868564,-122.4221635
11/30/2011 0:41,37.7134307,-122.4032524
11/15/2011 22:31,37.76367804,-122.3886619
11/15/2011 20:01,37.72277819,-122.4550623
11/14/2011 22:00,37.78335704,-122.4167107
11/6/2011 1:45,37.72272704,-122.4361945
11/5/2011 15:51,37.76995495,-122.4477831
11/4/2011 17:00,37.78397891,-122.4202128
11/3/2011 18:40,37.743944,-122.4235489
11/1/2011 0:01,37.73454478,-122.4195827
10/3/2011 19:25,37.73408394,-122.4008502
10/3/2011 10:10,37.78148325,-122.4206914
9/24/2011 18:55,37.76433578,-122.4212495
9/21/2011 6:40,37.72542585,-122.4341557
9/7/2011 6:16,37.78379987,-122.4092684
8/24/2011 11:00,37.7683148,-122.4276823
8/8/2011 12:00,37.79484181,-122.4308384
7/17/2011 2:10,37.77075624,-122.4595262
7/16/2011 10:00,37.72575458,-122.4138302
6/28/2011 18:00,37.77593583,-122.4210325
6/28/2011 9:00,37.74425232,-122.406416
6/27/2011 19:30,37.74031625,-122.496466
6/18/2011 10:56,37.72401587,-122.4581213
6/16/2011 1:18,37.78008941,-122.4874293
6/14/2011 0:30,37.76435775,-122.417477
6/13/2011 13:47,37.7527998,-122.4285852
5/22/2011 11:37,37.78788549,-122.4120324
5/16/2011 12:00,37.79235432,-122.4071424
5/8/2011 21:00,37.77974691,-122.4705717
5/4/2011 9:00,37.78627746,-122.4129991
5/3/2011 14:00,37.73873161,-122.4461809
4/23/2011 17:49,37.78464803,-122.3998994
4/23/2011 12:20,37.78065229,-122.4016994
4/22/2011 9:25,37.76422056,-122.4196583
4/20/2011 7:20,37.77542071,-122.4034048
4/8/2011 15:10,37.78627746,-122.4129991
3/27/2011 3:40,37.75175928,-122.4128464
3/26/2011 2:30,37.71751859,-122.4806063
3/24/2011 14:00,37.76422056,-122.4196583
3/24/2011 10:40,37.76422056,-122.4196583
3/23/2011 9:20,37.75725941,-122.4454355
3/23/2011 7:50,37.71971697,-122.4685108
2/22/2011 22:15,37.78269292,-122.4902274
2/12/2011 1:25,37.71818544,-122.4002693
1/27/2011 18:30,37.77416998,-122.4692275
12/29/2010 17:22,37.77542071,-122.4034048
12/27/2010 21:30,37.79745623,-122.4246198
12/17/2010 2:00,37.71924196,-122.4503853
12/15/2010 10:00,37.8025736,-122.4003875
12/5/2010 14:40,37.75301865,-122.4185872
12/3/2010 12:10,37.79651153,-122.4063704
11/18/2010 0:30,37.7141402,-122.4102531
11/16/2010 17:50,37.73882143,-122.4856038
11/7/2010 12:00,37.77542071,-122.4034048
10/21/2010 8:45,37.79798145,-122.4213512
10/18/2010 14:10,37.74828219,-122.4508852
10/7/2010 16:00,37.75189777,-122.4655361
9/25/2010 16:36,37.77542071,-122.4034048
9/12/2010 12:00,37.79276353,-122.4127629
8/29/2010 2:25,37.7769611,-122.4090892
8/25/2010 1:01,37.79174043,-122.3966475
8/15/2010 11:05,37.75856417,-122.4067253
8/14/2010 21:00,37.78606884,-122.4146454
7/14/2010 20:30,37.72334828,-122.3906139
6/19/2010 14:00,37.72728559,-122.4100225
6/14/2010 16:40,37.77542071,-122.4034048
6/3/2010 16:20,37.78819061,-122.4185805
5/23/2010 13:35,37.73046218,-122.4922475
5/22/2010 6:36,37.76691459,-122.4382459
5/19/2010 13:43,37.73319995,-122.4862692
5/8/2010 11:49,37.78460276,-122.3961713
5/7/2010 12:00,37.76511073,-122.432198
4/23/2010 20:00,37.77542071,-122.4034048
4/9/2010 23:13,37.79544997,-122.4148489
2/23/2010 8:00,37.74914657,-122.4305575
2/23/2010 6:55,37.79455464,-122.4257197
2/12/2010 16:00,37.78137581,-122.4331778
1/28/2010 10:02,37.76283309,-122.4193859
11/29/2009 10:30,37.73943447,-122.4936391
11/1/2009 2:30,37.71285483,-122.4541549
10/31/2009 11:30,37.76176772,-122.4350121
10/16/2009 12:00,37.71528214,-122.4144762
10/1/2009 3:02,37.78383656,-122.413791
9/18/2009 18:00,37.75648641,-122.4065391
9/17/2009 11:10,37.77542071,-122.4034048
8/23/2009 13:45,37.75379911,-122.4877377
8/20/2009 7:00,37.74622429,-122.4314374
8/20/2009 6:30,37.77939749,-122.4783033
8/19/2009 9:40,37.74251108,-122.4672754
8/19/2009 7:00,37.75375051,-122.4043536
8/18/2009 18:37,37.80310898,-122.4143543
8/18/2009 8:30,37.73110972,-122.4533408
8/17/2009 16:19,37.79036558,-122.4071522
8/9/2009 19:00,37.75567172,-122.4345755
8/9/2009 11:20,37.75648641,-122.4065391
8/5/2009 19:15,37.75856417,-122.4067253
8/4/2009 14:15,37.77725196,-122.4624108
7/12/2009 12:30,37.78384277,-122.4227674
7/11/2009 20:00,37.76948678,-122.4295222
7/10/2009 13:00,37.77230656,-122.5100336
6/8/2009 8:50,37.79671089,-122.4118735
5/30/2009 11:00,37.78146744,-122.4399758
5/26/2009 16:00,37.71895969,-122.4261694
5/26/2009 11:53,37.78573939,-122.4398523
5/17/2009 22:40,37.74450296,-122.3995844
5/15/2009 17:00,37.7096032,-122.4098885
5/12/2009 15:33,37.77542071,-122.4034048
4/30/2009 22:50,37.7880282,-122.4117987
4/16/2009 19:33,37.73606048,-122.4244675
4/14/2009 21:26,37.77542071,-122.4034048
3/20/2009 19:00,37.80132355,-122.4061904
3/20/2009 19:00,37.80132355,-122.4061904
3/20/2009 19:00,37.80132355,-122.4061904
3/20/2009 19:00,37.73443231,-122.4307238
3/16/2009 2:00,37.77451597,-122.5026709
3/8/2009 18:00,37.78398247,-122.4160473
3/7/2009 12:00,37.78697263,-122.4301438
2/20/2009 19:49,37.77409486,-122.4200014
2/16/2009 8:30,37.8038752,-122.4041728
2/5/2009 7:24,37.78553073,-122.468975
1/23/2009 10:00,37.72700062,-122.3901504
1/9/2009 18:41,37.71638005,-122.4625537
1/7/2009 13:40,37.74889645,-122.410532
1/5/2009 15:46,37.7856179,-122.4289695
12/28/2008 9:44,37.78992,-122.4220627
12/27/2008 15:00,37.78367196,-122.4150887
12/25/2008 20:20,37.79893789,-122.4473291
12/23/2008 17:56,37.73128969,-122.386285
12/12/2008 4:40,37.7592203,-122.4633116
12/11/2008 11:00,37.78073923,-122.4913008
12/9/2008 0:01,37.75891837,-122.3931735
11/28/2008 19:46,37.75119209,-122.4815657
11/28/2008 7:00,37.71172271,-122.4052482
11/16/2008 14:15,37.75494573,-122.413285
11/10/2008 13:22,37.75432449,-122.4047529
11/1/2008 18:10,37.78316141,-122.4116151
10/31/2008 1:30,37.77746262,-122.4791032
10/28/2008 15:00,37.78627746,-122.4129991
10/19/2008 6:10,37.74815547,-122.4586802
10/14/2008 18:31,37.73172629,-122.3887231
10/5/2008 1:40,37.71586369,-122.483364
10/1/2008 18:00,37.73785176,-122.4362784
9/18/2008 5:21,37.76832855,-122.4449835
9/17/2008 14:30,37.78175406,-122.4096964
8/22/2008 10:30,37.73651645,-122.3794814
8/20/2008 17:08,37.75856417,-122.4067253
7/27/2008 17:00,37.75848858,-122.4078979
7/22/2008 1:36,37.7742011,-122.4121738
7/13/2008 15:00,37.76222345,-122.4202403
7/12/2008 21:00,37.74048197,-122.4292478
7/12/2008 11:08,37.78071793,-122.415318
7/12/2008 0:05,37.70969176,-122.4564078
7/9/2008 6:55,37.75116202,-122.4296866
6/29/2008 10:45,37.80131307,-122.4254035
6/28/2008 10:58,37.79306214,-122.4152963
6/26/2008 13:00,37.77348188,-122.4843279
6/25/2008 9:13,37.77542071,-122.4034048
6/15/2008 9:00,37.74645302,-122.4328649
5/16/2008 8:46,37.78438515,-122.4244245
5/1/2008 22:40,37.78203871,-122.4023215
5/1/2008 7:30,37.79191259,-122.4020294
4/19/2008 0:55,37.71225618,-122.417108
4/16/2008 1:00,37.78274196,-122.4149005
4/3/2008 19:50,37.71665697,-122.474171
3/18/2008 22:00,37.78394074,-122.4129695
3/9/2008 21:09,37.76836188,-122.4255073
3/9/2008 18:43,37.78244651,-122.416343
3/9/2008 9:00,37.80664691,-122.4746476
3/7/2008 17:00,37.8054719,-122.4075854
1/26/2008 23:01,37.79097412,-122.4173928
1/26/2008 11:35,37.80664691,-122.4746476
1/25/2008 23:59,37.75024106,-122.4464321
1/12/2008 11:10,37.78849714,-122.388206
1/11/2008 4:48,37.796397,-122.4113165
1/10/2008 12:43,37.80664691,-122.4746476
12/26/2007 12:16,37.77823264,-122.5038802
12/25/2007 15:42,37.78047775,-122.4125153
11/15/2007 6:30,37.80664691,-122.4746476
11/4/2007 20:30,37.77542071,-122.4034048
11/3/2007 23:00,37.79366636,-122.4146289
11/2/2007 12:51,37.80664691,-122.4746476
10/30/2007 18:45,37.78418935,-122.4076335
10/16/2007 12:24,37.7366565,-122.4504751
10/6/2007 19:00,37.71331778,-122.4728759
10/3/2007 8:52,37.77779846,-122.4136846
9/21/2007 18:53,37.78978942,-122.4112592
9/9/2007 20:40,37.78265298,-122.419021
9/9/2007 13:35,37.79860078,-122.4231644
9/9/2007 10:32,37.80664691,-122.4746476
9/3/2007 18:40,37.74819119,-122.5071528
8/7/2007 9:08,37.80192816,-122.4313379
7/28/2007 21:50,37.78489228,-122.4355758
7/26/2007 9:00,37.74683674,-122.4216215
7/10/2007 14:05,37.78477318,-122.3881905
6/28/2007 21:00,37.70880953,-122.4071831
6/25/2007 16:08,37.77542071,-122.4034048
6/17/2007 9:40,37.73003789,-122.4305781
6/2/2007 15:25,37.77911574,-122.431791
5/4/2007 13:06,37.79985281,-122.4369101
4/16/2007 17:01,37.77999536,-122.5081075
4/4/2007 18:00,37.75540927,-122.4333883
4/4/2007 15:58,37.78849714,-122.388206
4/3/2007 15:30,37.78325933,-122.4142178
3/24/2007 16:10,37.80664691,-122.4746476
3/23/2007 18:38,37.75856417,-122.4067253
3/23/2007 18:38,37.75856417,-122.4067253
3/22/2007 19:28,37.76061868,-122.4261533
3/22/2007 9:24,37.78306799,-122.4157217
3/6/2007 14:50,37.80664691,-122.4746476
2/23/2007 13:34,37.78707114,-122.4116124
2/22/2007 11:40,37.79655105,-122.405284
2/8/2007 2:00,37.78588822,-122.4117425
1/28/2007 14:35,37.76625361,-122.425864
1/27/2007 15:00,37.79306214,-122.4152963
1/26/2007 21:08,37.78070083,-122.4084666
1/23/2007 21:00,37.77842128,-122.4997283
1/8/2007 16:17,37.80664691,-122.4746476
12/31/2006 1:30,37.72993469,-122.3977444
12/29/2006 0:10,37.77207412,-122.4288234
12/28/2006 23:10,37.73033717,-122.3963576
11/18/2006 5:10,37.75420379,-122.4115784
11/15/2006 9:42,37.73759511,-122.4251955
11/14/2006 1:13,37.74150576,-122.4364097
11/4/2006 12:00,37.77245638,-122.439064
11/2/2006 13:30,37.78740177,-122.4158438
10/31/2006 22:00,37.75859524,-122.4832946
10/2/2006 18:15,37.78885421,-122.4153487
9/24/2006 20:55,37.78740283,-122.4116792
9/21/2006 21:23,37.73828024,-122.4774386
9/20/2006 19:08,37.76777389,-122.4493286
9/6/2006 21:25,37.7878065,-122.4126581
9/4/2006 1:20,37.77949285,-122.4395729
8/22/2006 15:35,37.80664691,-122.4746476
8/21/2006 18:52,37.72202452,-122.5016724
7/25/2006 12:30,37.71357478,-122.4113667
7/24/2006 17:00,37.80664691,-122.4746476
7/15/2006 17:00,37.7553431,-122.4066811
6/28/2006 16:54,37.80664691,-122.4746476
6/27/2006 7:30,37.74447835,-122.4682313
6/26/2006 21:00,37.78059818,-122.4943798
6/26/2006 21:00,37.78059818,-122.4943798
6/17/2006 10:00,37.78802939,-122.4109048
6/15/2006 21:26,37.75837548,-122.4223961
6/2/2006 19:00,37.71665697,-122.474171
5/29/2006 18:40,37.75122864,-122.4215838
5/18/2006 7:05,37.78082589,-122.4419417
5/17/2006 19:30,37.72755297,-122.4711732
5/15/2006 12:03,37.80664691,-122.4746476
5/3/2006 2:10,37.72847902,-122.4372077
4/21/2006 18:00,37.77661314,-122.4764329
4/8/2006 22:40,37.73172629,-122.3887231
4/6/2006 15:00,37.78378998,-122.4193872
4/4/2006 19:54,37.78418935,-122.4076335
3/22/2006 13:59,37.80664691,-122.4746476
3/9/2006 9:30,37.7302296,-122.3844171
2/26/2006 19:35,37.70904084,-122.4080528
2/21/2006 20:50,37.77755321,-122.4515111
2/10/2006 20:08,37.74100018,-122.4604623
1/27/2006 16:30,37.72161782,-122.4350663
1/25/2006 18:45,37.78654166,-122.4710564
1/23/2006 8:00,37.78013986,-122.4054884
1/13/2006 21:00,37.73139283,-122.4092212
12/31/2005 15:20,37.78575932,-122.4835493
